START_DATE*,END_DATE*,START*,STOP*,MILES*,PLACE_TYPE*,USER*
7/10/2016 18:05,7/10/2016 18:21,New Orleans,Kenner,13.6,SHOPPING,William Jennings
7/10/2016 19:51,7/10/2016 20:08,Kenner,New Orleans,13.4,BAR,Courtney Jones
7/12/2016 16:10,7/12/2016 16:45,New Orleans,Kenner,12.3,GYM,David Patel
7/12/2016 19:21,7/12/2016 19:26,Kenner,Kenner,1.4,OTHERS,Patricia Marshall
7/12/2016 23:47,7/13/2016 0:11,Morrisville,Cary,8.7,BAR,Sarah Peck
7/13/2016 12:39,7/13/2016 13:20,Cary,Morrisville,23.5,OTHERS,Erika Brown
7/13/2016 13:25,7/13/2016 13:39,Morrisville,Morrisville,2.2,PLAY ARENA,Heather Mcguire
7/13/2016 13:42,7/13/2016 13:54,Morrisville,Cary,4.4,PLAY ARENA,Maria Tran
7/14/2016 15:51,7/14/2016 15:59,Cary,Morrisville,3.3,SHOPPING,Maria Tran
7/14/2016 16:03,7/14/2016 16:34,Morrisville,Morrisville,11.8,OFFICE,Tracy Hanna
7/14/2016 16:39,7/14/2016 20:05,Morrisville,Banner Elk,195.3,PLAY ARENA,David Whitaker
7/15/2016 11:32,7/15/2016 11:53,Banner Elk,Banner Elk,8.3,PLAY ARENA,Kelly Torres
7/15/2016 12:09,7/15/2016 12:19,Banner Elk,Banner Elk,3.2,OTHERS,Brendan Rivera
7/15/2016 12:35,7/15/2016 13:15,Banner Elk,Elk Park,22.4,RESTAURANT,Michelle Day
7/15/2016 15:03,7/15/2016 15:33,Elk Park,Banner Elk,12.2,GYM,Ryan Barnes
7/15/2016 15:40,7/15/2016 15:52,Banner Elk,Banner Elk,4.5,RESTAURANT,Patricia Marshall
7/16/2016 13:14,7/16/2016 14:10,Banner Elk,Newland,28.1,SHOPPING,Alexis Barry
7/16/2016 14:14,7/16/2016 14:30,Newland,Newland,3.8,SHOPPING,Matthew Russell
7/16/2016 15:29,7/16/2016 16:57,Newland,Boone,41.9,RESTAURANT,William Jennings
7/16/2016 19:42,7/16/2016 20:35,Boone,Banner Elk,23.8,GYM,Samantha Coleman
7/16/2016 21:45,7/16/2016 22:18,Banner Elk,Banner Elk,13.0,RESTAURANT,George Thomas Jr.
7/16/2016 22:50,7/16/2016 23:03,Banner Elk,Banner Elk,4.4,PLAY ARENA,Lance Chan
7/17/2016 11:23,7/17/2016 11:50,Banner Elk,Boone,15.1,GYM,Cynthia Campbell
7/17/2016 12:20,7/17/2016 15:25,Boone,Cary,180.2,OFFICE,Steven Jones
7/18/2016 10:37,7/18/2016 10:49,Cary,Morrisville,4.1,BAR,Heather Mcguire
7/18/2016 10:54,7/18/2016 11:15,Morrisville,Cary,6.1,OFFICE,Alexandra Lewis
7/18/2016 11:25,7/18/2016 11:36,Northwoods,Preston,3.3,BAR,William Jennings
7/18/2016 11:40,7/18/2016 11:56,Preston,Whitebridge,4.7,OTHERS,Kylie Gordon
7/18/2016 17:12,7/18/2016 17:33,Cary,Apex,7.2,GYM,Alexandria Barrett
7/18/2016 18:32,7/18/2016 18:47,Apex,Cary,5.5,BAR,Samantha Coleman
7/18/2016 19:07,7/18/2016 19:14,Cary,Morrisville,3.3,PLAY ARENA,Richard Reid
7/18/2016 20:28,7/18/2016 20:32,Hazelwood,Weston,0.9,OTHERS,John Medina
7/18/2016 21:11,7/18/2016 21:19,Morrisville,Cary,3.8,GYM,Tracy Hanna
7/19/2016 10:35,7/19/2016 10:51,Whitebridge,Stonewater,6.4,RESTAURANT,Nancy Brennan
7/19/2016 10:56,7/19/2016 11:11,Stonewater,Lexington Park at Amberly,3.0,RESTAURANT,Richard Reid
7/19/2016 11:30,7/19/2016 12:00,Lexington Park at Amberly,Whitebridge,8.7,OTHERS,Troy Stewart
7/19/2016 17:14,7/19/2016 17:24,Whitebridge,Chessington,3.9,OTHERS,Traci Braun
7/19/2016 17:50,7/19/2016 18:08,Chessington,Whitebridge,4.8,OTHERS,Courtney Jones
7/20/2016 17:12,7/20/2016 17:24,Whitebridge,Edgehill Farms,2.8,BAR,William Jennings
7/20/2016 17:50,7/20/2016 17:57,Edgehill Farms,Preston,1.4,GYM,Sophia Hernandez
7/20/2016 18:16,7/20/2016 18:20,Preston,Whitebridge,1.4,BAR,Sophia Hernandez
7/21/2016 17:17,7/21/2016 17:23,Whitebridge,Edgehill Farms,2.7,OTHERS,Lance Chan
7/21/2016 17:42,7/21/2016 17:51,Edgehill Farms,Burtrose,2.3,GYM,John Peters
7/21/2016 18:27,7/21/2016 18:42,Cary,Morrisville,3.7,BAR,Sophia Hernandez
7/21/2016 19:30,7/21/2016 19:39,Morrisville,Cary,2.9,GYM,William Jennings
7/22/2016 10:42,7/22/2016 10:53,Cary,Morrisville,3.8,GYM,Amber Young
7/22/2016 11:11,7/22/2016 11:25,Morrisville,Cary,5.1,GYM,Aaron Webb
7/22/2016 11:37,7/22/2016 12:00,Hazelwood,Lexington Park at Amberly,9.1,GYM,David Hartman
7/22/2016 12:14,7/22/2016 12:31,Cary,Durham,8.0,BAR,William Jennings
7/22/2016 13:21,7/22/2016 13:42,Durham,Cary,9.9,PLAY ARENA,John Medina
7/22/2016 14:27,7/22/2016 14:43,Cary,Morrisville,6.1,OFFICE,Aaron Webb
7/22/2016 15:49,7/22/2016 16:22,Morrisville,Cary,12.2,PLAY ARENA,David Rodriguez
7/22/2016 18:33,7/22/2016 18:51,Wayne Ridge,Whitebridge,8.0,RESTAURANT,John Medina
7/23/2016 14:27,7/23/2016 14:44,Cary,Morrisville,4.0,GYM,Brendan Rivera
7/23/2016 14:48,7/23/2016 15:12,Morrisville,Cary,9.5,PLAY ARENA,Kylie Gordon
7/23/2016 15:15,7/23/2016 15:27,Cary,Morrisville,3.0,PLAY ARENA,David Hartman
7/23/2016 15:50,7/23/2016 16:10,Morrisville,Cary,6.3,PLAY ARENA,Tracy Hanna
7/23/2016 20:17,7/23/2016 20:33,Cary,Durham,10.4,BAR,Richard Reid
7/23/2016 23:18,7/23/2016 23:43,Durham,Cary,9.9,SHOPPING,Lance Chan
7/25/2016 10:35,7/25/2016 10:41,Whitebridge,Parkway,1.5,OFFICE,Matthew Russell
7/25/2016 10:47,7/25/2016 10:58,Cary,Morrisville,4.9,PLAY ARENA,John Medina
7/25/2016 11:04,7/25/2016 11:33,Morrisville,Cary,7.9,OTHERS,Maria Tran
7/25/2016 11:37,7/25/2016 11:44,Parkway,Whitebridge,1.7,OTHERS,Richard Reid
7/26/2016 15:43,7/26/2016 15:49,Whitebridge,Westpark Place,2.2,OTHERS,Nancy Brennan
7/26/2016 17:14,7/26/2016 17:24,Westpark Place,Whitebridge,2.1,RESTAURANT,Ryan Barnes
7/26/2016 20:52,7/26/2016 21:00,Cary,Morrisville,2.5,BAR,Alexis Barry
7/26/2016 22:31,7/26/2016 22:39,Morrisville,Cary,2.5,PLAY ARENA,Michelle Day
7/27/2016 19:08,7/27/2016 19:20,Cary,Morrisville,2.8,RESTAURANT,Michelle Day
7/27/2016 21:34,7/27/2016 21:57,Morrisville,Raleigh,14.7,GYM,David Whitaker
7/27/2016 22:00,7/27/2016 22:26,Raleigh,Morrisville,14.6,PLAY ARENA,Rose Cruz
7/28/2016 0:04,7/28/2016 0:09,Morrisville,Cary,2.3,GYM,Brendan Rivera
7/29/2016 15:45,7/29/2016 15:47,Whitebridge,Westpark Place,2.2,BAR,Alexis Wang
7/29/2016 17:27,7/29/2016 17:45,Westpark Place,Whitebridge,2.2,OTHERS,Chad Davis
7/30/2016 17:02,7/30/2016 17:27,Cary,Durham,14.0,PLAY ARENA,William Walker
7/30/2016 21:16,7/30/2016 21:41,Durham,Cary,13.3,PLAY ARENA,Kelly Torres
7/31/2016 17:30,7/31/2016 17:37,Westpark Place,Whitebridge,1.8,RESTAURANT,Sarah Peck
8/1/2016 12:47,8/1/2016 13:04,Whitebridge,Arlington Park at Amberly,6.2,OTHERS,Courtney Jones
8/1/2016 13:08,8/1/2016 13:19,Arlington Park at Amberly,Lexington Park at Amberly,1.3,PLAY ARENA,Ryan Barnes
8/1/2016 13:28,8/1/2016 13:46,Lexington Park at Amberly,Westpark Place,1.9,RESTAURANT,William Jennings
8/1/2016 13:52,8/1/2016 14:14,Cary,Apex,6.9,OTHERS,Matthew Russell
8/1/2016 15:40,8/1/2016 15:47,Apex,Cary,4.6,SHOPPING,Heather Maxwell
8/1/2016 16:18,8/1/2016 16:25,Whitebridge,Edgehill Farms,2.8,SHOPPING,Cynthia Campbell
8/1/2016 16:29,8/1/2016 16:59,Cary,Morrisville,9.1,SHOPPING,Troy Stewart
8/1/2016 17:23,8/1/2016 17:55,Morrisville,Cary,8.1,OFFICE,Michael Mckinney
8/2/2016 8:11,8/2/2016 8:32,Cary,Morrisville,8.4,OTHERS,David Patel
8/2/2016 11:51,8/2/2016 12:15,Arlington,Washington,4.9,OTHERS,Rachel Williams
8/2/2016 19:15,8/2/2016 19:23,Kalorama Triangle,K Street,1.0,OTHERS,Aaron Webb
8/2/2016 21:23,8/2/2016 21:29,K Street,Kalorama Triangle,1.0,OTHERS,Alexis Wang
8/3/2016 12:46,8/3/2016 13:00,West End,Northwest Rectangle,2.0,OFFICE,John Peters
8/3/2016 14:59,8/3/2016 15:03,K Street,Kalorama Triangle,1.1,PLAY ARENA,Cynthia Campbell
8/3/2016 16:00,8/3/2016 16:04,Kalorama Triangle,Downtown,1.5,GYM,Nicole Garrett
8/5/2016 17:23,8/5/2016 17:30,Connecticut Avenue,Kalorama Triangle,1.3,GYM,David Rodriguez
8/5/2016 18:17,8/5/2016 18:21,Kalorama Triangle,Columbia Heights,1.8,GYM,Troy Stewart
8/5/2016 19:17,8/5/2016 19:27,Columbia Heights,Kalorama Triangle,1.5,BAR,Paul Smith
8/6/2016 6:40,8/6/2016 6:58,Washington,Arlington,6.6,RESTAURANT,Sophia Hernandez
8/6/2016 9:31,8/6/2016 9:53,Morrisville,Cary,8.0,RESTAURANT,Alexandra Lewis
8/7/2016 17:14,8/7/2016 17:23,Whitebridge,Edgehill Farms,2.7,BAR,John Medina
8/7/2016 17:28,8/7/2016 17:43,Edgehill Farms,Whitebridge,2.7,OFFICE,Elizabeth Gross
8/7/2016 18:17,8/7/2016 18:23,Cary,Morrisville,2.5,SHOPPING,David Whitaker
8/7/2016 20:15,8/7/2016 20:23,Morrisville,Cary,2.5,GYM,David Rodriguez
8/8/2016 16:17,8/8/2016 16:31,Whitebridge,Farmington Woods,5.2,PLAY ARENA,Michelle Day
8/8/2016 16:37,8/8/2016 16:50,Farmington Woods,Edgehill Farms,4.0,SHOPPING,Mark Rodriguez DDS
8/8/2016 17:02,8/8/2016 17:13,Edgehill Farms,Whitebridge,2.7,BAR,Brendan Rivera
8/8/2016 21:50,8/8/2016 22:15,Cary,Morrisville,4.8,BAR,Jeremy Price
8/8/2016 23:28,8/8/2016 23:37,Morrisville,Cary,3.2,BAR,Steven Jones
8/9/2016 14:20,8/9/2016 14:38,Whitebridge,Waverly Place,6.9,PLAY ARENA,Mark Rodriguez DDS
8/9/2016 15:15,8/9/2016 15:36,Cary,Raleigh,14.9,BAR,Mark Rodriguez DDS
8/9/2016 16:04,8/9/2016 16:37,Raleigh,Cary,17.4,PLAY ARENA,Maria Tran
8/10/2016 16:56,8/10/2016 17:24,Cary,Durham,12.9,SHOPPING,Kelly Torres
8/10/2016 17:53,8/10/2016 18:28,Durham,Apex,15.3,OFFICE,Sophia Hernandez
8/10/2016 18:49,8/10/2016 18:50,Apex,Apex,1.0,RESTAURANT,Heather Maxwell
8/10/2016 19:47,8/10/2016 20:02,Apex,Cary,6.0,PLAY ARENA,Heather Maxwell
8/11/2016 12:53,8/11/2016 13:00,Whitebridge,Heritage Pines,2.2,RESTAURANT,Kelly Torres
8/11/2016 13:14,8/11/2016 13:28,Heritage Pines,Edgehill Farms,4.4,OFFICE,Patricia Marshall
8/11/2016 13:32,8/11/2016 13:42,Edgehill Farms,Whitebridge,2.8,SHOPPING,Tracy Hanna
8/11/2016 18:37,8/11/2016 19:29,Cary,Wake Forest,31.7,BAR,Wesley Wilson
8/11/2016 20:59,8/11/2016 21:44,Wake Forest,Cary,31.9,OTHERS,Jeremy Price
8/12/2016 18:49,8/12/2016 18:52,Whitebridge,Westpark Place,1.9,PLAY ARENA,Tracy Hanna
8/12/2016 18:56,8/12/2016 19:05,Westpark Place,Whitebridge,1.8,BAR,Heather Mcguire
8/13/2016 15:35,8/13/2016 15:58,Cary,Morrisville,8.4,OFFICE,William Walker
8/15/2016 9:05,8/15/2016 9:52,R?walpindi,Unknown Location,15.6,BAR,Lynn Elliott
8/15/2016 15:20,8/15/2016 15:47,Unknown Location,Unknown Location,14.1,GYM,Lance Chan
8/15/2016 16:52,8/15/2016 17:30,Unknown Location,Unknown Location,15.7,OFFICE,William Walker
8/15/2016 19:08,8/15/2016 20:30,Unknown Location,Unknown Location,25.9,OTHERS,Michael Mckinney
8/16/2016 7:58,8/16/2016 8:11,Unknown Location,Unknown Location,7.9,GYM,Alexis Barry
8/16/2016 8:16,8/16/2016 8:23,Unknown Location,Unknown Location,2.7,RESTAURANT,William Walker
8/16/2016 8:46,8/16/2016 8:53,Unknown Location,Unknown Location,5.5,RESTAURANT,Lance Chan
8/16/2016 10:06,8/16/2016 10:27,Unknown Location,Islamabad,5.7,OTHERS,Kylie Gordon
8/16/2016 10:31,8/16/2016 10:38,Islamabad,Islamabad,1.2,OFFICE,Kelly Torres
8/16/2016 11:47,8/16/2016 12:03,Islamabad,Unknown Location,5.7,OFFICE,Aaron Webb
8/16/2016 15:13,8/16/2016 15:36,Unknown Location,Unknown Location,16.2,OFFICE,Matthew Russell
8/17/2016 10:17,8/17/2016 10:41,Unknown Location,Unknown Location,2.6,SHOPPING,Elizabeth Gross
8/17/2016 10:57,8/17/2016 11:20,Unknown Location,Unknown Location,12.1,RESTAURANT,Michelle Day
8/17/2016 14:45,8/17/2016 14:50,Unknown Location,R?walpindi,1.4,SHOPPING,Brendan Rivera
8/17/2016 15:32,8/17/2016 15:47,R?walpindi,Islamabad,6.4,RESTAURANT,Alexandria Barrett
8/17/2016 16:29,8/17/2016 16:50,Islamabad,Unknown Location,7.3,BAR,Rose Cruz
8/17/2016 16:54,8/17/2016 17:00,Unknown Location,Unknown Location,5.3,GYM,Wesley Wilson
8/17/2016 17:05,8/17/2016 17:34,Unknown Location,Unknown Location,5.5,SHOPPING,Rachel Williams
8/17/2016 18:38,8/17/2016 18:57,Unknown Location,Unknown Location,7.7,OFFICE,Rose Cruz
8/18/2016 18:40,8/18/2016 19:07,Unknown Location,Unknown Location,7.6,PLAY ARENA,Heather Mcguire
8/19/2016 8:24,8/19/2016 8:45,Unknown Location,Noorpur Shahan,7.6,GYM,William Walker
8/19/2016 8:54,8/19/2016 9:07,Noorpur Shahan,Islamabad,3.3,PLAY ARENA,Sarah Peck
8/19/2016 9:27,8/19/2016 9:47,Islamabad,R?walpindi,6.5,BAR,Alexandria Barrett
8/19/2016 10:57,8/19/2016 11:06,R?walpindi,Unknown Location,2.0,SHOPPING,Kylie Gordon
8/19/2016 12:07,8/19/2016 12:24,Unknown Location,Islamabad,5.7,PLAY ARENA,Margaret Brock
8/19/2016 15:51,8/19/2016 16:06,Islamabad,Islamabad,3.2,OTHERS,Richard Reid
8/19/2016 17:12,8/19/2016 17:52,Islamabad,Unknown Location,12.5,RESTAURANT,Rachel Williams
8/21/2016 10:00,8/21/2016 10:29,Unknown Location,Unknown Location,7.6,OFFICE,David Whitaker
8/21/2016 14:05,8/21/2016 14:34,Unknown Location,Unknown Location,7.7,PLAY ARENA,Erika Brown
8/21/2016 16:30,8/21/2016 17:02,Unknown Location,Islamabad,12.2,BAR,Jeremy Price
8/21/2016 18:10,8/21/2016 18:17,Islamabad,Islamabad,1.4,GYM,Alexis Wang
8/21/2016 18:48,8/21/2016 19:24,Islamabad,Unknown Location,20.2,RESTAURANT,Samantha Coleman
8/22/2016 10:00,8/22/2016 10:44,Unknown Location,Islamabad,9.8,PLAY ARENA,Mark Rodriguez DDS
8/22/2016 11:07,8/22/2016 11:23,Islamabad,Unknown Location,6.3,GYM,Paul Smith
8/22/2016 12:36,8/22/2016 12:49,Unknown Location,Islamabad,4.9,BAR,Nancy Brennan
8/22/2016 13:02,8/22/2016 13:11,Islamabad,Islamabad,1.5,RESTAURANT,Steven Jones
8/22/2016 14:07,8/22/2016 14:31,Islamabad,Unknown Location,10.9,SHOPPING,David Hartman
8/22/2016 15:14,8/22/2016 15:49,Unknown Location,Unknown Location,19.0,GYM,Heather Maxwell
8/22/2016 15:59,8/22/2016 17:16,Unknown Location,Unknown Location,19.0,PLAY ARENA,Elizabeth Gross
8/22/2016 19:58,8/22/2016 20:50,Unknown Location,R?walpindi,7.9,GYM,William Jennings
8/22/2016 20:53,8/22/2016 21:31,R?walpindi,R?walpindi,4.1,BAR,Heather Maxwell
8/22/2016 22:31,8/22/2016 23:00,R?walpindi,Unknown Location,18.7,GYM,William Jennings
8/23/2016 8:10,8/23/2016 8:25,Unknown Location,Noorpur Shahan,8.7,PLAY ARENA,Heather Maxwell
8/23/2016 9:35,8/23/2016 10:09,Noorpur Shahan,Unknown Location,7.5,GYM,Brendan Rivera
8/23/2016 12:59,8/23/2016 13:15,Unknown Location,Noorpur Shahan,7.7,OFFICE,Samantha Coleman
8/23/2016 13:19,8/23/2016 13:30,Noorpur Shahan,Islamabad,4.4,RESTAURANT,Samantha Coleman
8/23/2016 13:49,8/23/2016 14:04,Islamabad,Unknown Location,5.0,GYM,Steven Jones
8/23/2016 15:07,8/23/2016 15:12,Unknown Location,Unknown Location,1.9,SHOPPING,Alexis Wang
8/23/2016 15:15,8/23/2016 17:16,Unknown Location,Unknown Location,7.9,OTHERS,Ryan Barnes
8/23/2016 17:42,8/23/2016 18:31,Unknown Location,Unknown Location,17.7,GYM,Nicole Garrett
8/24/2016 12:05,8/24/2016 12:56,Unknown Location,Unknown Location,25.2,RESTAURANT,Courtney Jones
8/24/2016 13:01,8/24/2016 15:25,Unknown Location,Unknown Location,96.2,RESTAURANT,Alexis Wang
8/25/2016 15:17,8/25/2016 16:22,Unknown Location,Unknown Location,35.0,GYM,Aaron Webb
8/25/2016 16:36,8/25/2016 16:56,Unknown Location,Unknown Location,5.5,GYM,Jeremy Price
8/25/2016 17:19,8/25/2016 19:20,Unknown Location,Unknown Location,50.4,OFFICE,William Jennings
8/25/2016 19:25,8/25/2016 19:57,Unknown Location,Lahore,9.2,SHOPPING,Kelly Torres
8/25/2016 22:58,8/25/2016 23:16,Lahore,Unknown Location,7.3,PLAY ARENA,Cynthia Campbell
8/26/2016 9:06,8/26/2016 9:20,Unknown Location,Unknown Location,5.0,RESTAURANT,John Peters
8/26/2016 11:14,8/26/2016 11:26,Unknown Location,Unknown Location,3.8,OFFICE,Michelle Day
8/26/2016 12:10,8/26/2016 12:20,Unknown Location,Lahore,3.9,OTHERS,Lynn Elliott
8/26/2016 14:10,8/26/2016 14:33,Lahore,Lahore,7.4,RESTAURANT,Amber Young
8/26/2016 15:23,8/26/2016 15:35,Lahore,Lahore,1.5,GYM,Cynthia Campbell
8/26/2016 15:59,8/26/2016 16:24,Lahore,Unknown Location,7.9,RESTAURANT,Traci Braun
8/26/2016 16:55,8/26/2016 17:12,Unknown Location,Lahore,2.9,BAR,Brendan Rivera
8/26/2016 18:42,8/26/2016 18:56,Lahore,Lahore,3.4,OFFICE,David Hartman
8/26/2016 19:31,8/26/2016 19:54,Lahore,Lahore,3.8,SHOPPING,John Medina
8/26/2016 20:06,8/26/2016 20:16,Lahore,Unknown Location,5.9,BAR,Michael Mckinney
8/27/2016 9:34,8/27/2016 10:11,Unknown Location,Lahore,9.6,SHOPPING,Courtney Jones
8/27/2016 11:47,8/27/2016 12:06,Lahore,Lahore,7.0,PLAY ARENA,Matthew Russell
8/27/2016 12:12,8/27/2016 12:17,Lahore,Lahore,0.9,GYM,Matthew Russell
8/27/2016 14:01,8/27/2016 15:44,Lahore,Unknown Location,86.6,BAR,Alexandria Barrett
8/27/2016 16:15,8/27/2016 19:13,Unknown Location,Unknown Location,156.9,OFFICE,Traci Braun
8/28/2016 9:57,8/28/2016 10:18,Unknown Location,Noorpur Shahan,10.1,BAR,Rachel Williams
8/28/2016 16:39,8/28/2016 16:55,Noorpur Shahan,Islamabad,6.2,SHOPPING,David Whitaker
8/28/2016 17:37,8/28/2016 17:55,Islamabad,Islamabad,5.3,GYM,Aaron Webb
8/28/2016 21:15,8/28/2016 21:59,Islamabad,Unknown Location,12.1,OTHERS,Heather Maxwell
8/29/2016 12:02,8/29/2016 12:31,Unknown Location,Islamabad,10.8,RESTAURANT,Cynthia Campbell
8/29/2016 13:38,8/29/2016 13:48,Islamabad,Islamabad,4.3,BAR,Troy Stewart
8/29/2016 14:31,8/29/2016 14:41,Islamabad,Islamabad,2.5,GYM,Wesley Wilson
8/29/2016 14:49,8/29/2016 15:04,Islamabad,Unknown Location,5.7,RESTAURANT,Kylie Gordon
8/29/2016 15:49,8/29/2016 15:59,Unknown Location,Islamabad,2.8,SHOPPING,Matthew Russell
8/29/2016 16:06,8/29/2016 16:21,Islamabad,Unknown Location,4.0,BAR,Nancy Brennan
8/29/2016 17:24,8/29/2016 17:41,Unknown Location,Islamabad,5.5,OFFICE,Margaret Brock
8/29/2016 18:27,8/29/2016 18:36,Islamabad,Islamabad,2.6,OFFICE,Rachel Williams
8/30/2016 11:53,8/30/2016 12:05,Unknown Location,Unknown Location,2.1,RESTAURANT,Lance Chan
8/30/2016 12:46,8/30/2016 13:09,Unknown Location,Islamabad,8.8,OFFICE,Richard Reid
8/30/2016 13:25,8/30/2016 13:46,Islamabad,Islamabad,4.4,RESTAURANT,Heather Maxwell
8/30/2016 14:00,8/30/2016 14:20,Islamabad,Unknown Location,5.3,GYM,Traci Braun
8/30/2016 17:27,8/30/2016 18:09,Unknown Location,Unknown Location,13.0,OTHERS,Patricia Marshall
9/1/2016 11:51,9/1/2016 12:24,Unknown Location,Islamabad,13.0,PLAY ARENA,Alexandria Barrett
9/1/2016 17:21,9/1/2016 17:36,Islamabad,Unknown Location,10.6,PLAY ARENA,Heather Mcguire
9/1/2016 18:49,9/1/2016 19:08,Unknown Location,Unknown Location,2.2,GYM,Rachel Williams
9/2/2016 11:37,9/2/2016 12:24,Unknown Location,Islamabad,9.2,OFFICE,Jeremy Price
9/2/2016 18:56,9/2/2016 19:37,Unknown Location,Unknown Location,12.9,PLAY ARENA,Sarah Peck
9/5/2016 10:25,9/5/2016 10:44,Unknown Location,R?walpindi,17.2,GYM,Margaret Brock
9/6/2016 17:49,9/6/2016 17:49,Unknown Location,Unknown Location,69.1,PLAY ARENA,Mark Rodriguez DDS
9/10/2016 10:28,9/10/2016 10:45,Unknown Location,Unknown Location,2.8,OTHERS,John Medina
9/11/2016 9:51,9/11/2016 9:55,Unknown Location,Unknown Location,8.6,RESTAURANT,William Jennings
9/11/2016 21:40,9/11/2016 21:42,Unknown Location,Unknown Location,9.8,BAR,Chad Davis
9/12/2016 8:07,9/12/2016 8:12,Unknown Location,Unknown Location,3.6,BAR,Michael Mckinney
9/12/2016 11:15,9/12/2016 11:24,Unknown Location,Unknown Location,1.7,OTHERS,John Peters
9/12/2016 13:04,9/12/2016 13:44,Unknown Location,Unknown Location,11.5,SHOPPING,Steven Jones
9/13/2016 16:56,9/13/2016 17:02,Unknown Location,Unknown Location,0.7,GYM,Chad Davis
9/14/2016 11:55,9/14/2016 11:59,Unknown Location,Unknown Location,0.7,BAR,William Walker
9/15/2016 20:33,9/15/2016 20:38,Unknown Location,Unknown Location,0.9,BAR,Richard Reid
9/16/2016 7:08,9/16/2016 7:08,Unknown Location,Unknown Location,1.6,PLAY ARENA,Michael Mckinney
9/18/2016 18:07,9/18/2016 18:11,Unknown Location,Unknown Location,9.4,OTHERS,David Patel
9/19/2016 6:18,9/19/2016 6:49,R?walpindi,Unknown Location,18.2,OFFICE,Lynn Elliott
9/19/2016 14:40,9/19/2016 14:56,Unknown Location,Islamabad,10.5,GYM,David Patel
9/19/2016 16:23,9/19/2016 16:31,Islamabad,Unknown Location,5.7,SHOPPING,John Medina
9/19/2016 17:36,9/19/2016 18:20,Unknown Location,Unknown Location,18.0,PLAY ARENA,Heather Mcguire
9/19/2016 19:10,9/19/2016 19:49,Unknown Location,Islamabad,18.3,PLAY ARENA,John Peters
9/20/2016 11:29,9/20/2016 11:48,Islamabad,Unknown Location,16.5,OFFICE,Ryan Barnes
9/20/2016 20:47,9/20/2016 22:47,Unknown Location,R?walpindi,9.6,RESTAURANT,Lance Chan
9/23/2016 13:15,9/23/2016 13:40,Karachi,Karachi,2.9,PLAY ARENA,Samantha Coleman
9/24/2016 14:34,9/24/2016 15:15,Karachi,Unknown Location,8.2,OFFICE,Cynthia Campbell
9/24/2016 20:29,9/24/2016 20:33,Unknown Location,Unknown Location,2.4,RESTAURANT,Alexis Wang
9/27/2016 8:33,9/27/2016 8:35,Unknown Location,Unknown Location,5.8,GYM,Samantha Coleman
9/27/2016 13:21,9/27/2016 14:43,Lahore,Lahore,9.8,PLAY ARENA,Ryan Barnes
9/27/2016 19:14,9/27/2016 20:34,Lahore,Unknown Location,7.3,BAR,Heather Maxwell
9/27/2016 21:01,9/28/2016 2:37,Unknown Location,Unknown Location,195.6,SHOPPING,Sophia Hernandez
9/28/2016 17:21,9/28/2016 19:36,Islamabad,Unknown Location,20.5,GYM,Lance Chan
9/29/2016 16:13,9/29/2016 18:47,Unknown Location,Islamabad,12.6,GYM,Margaret Brock
9/30/2016 17:39,9/30/2016 20:20,Islamabad,Islamabad,37.7,RESTAURANT,Nancy Brennan
9/30/2016 20:59,9/30/2016 22:34,Islamabad,Unknown Location,16.7,RESTAURANT,Amber Young
10/3/2016 17:09,10/3/2016 17:12,Unknown Location,Islamabad,10.5,BAR,Alexandria Barrett
10/3/2016 18:17,10/3/2016 18:34,Islamabad,Islamabad,2.8,SHOPPING,Sophia Hernandez
10/3/2016 18:51,10/3/2016 19:01,Islamabad,Islamabad,1.6,OTHERS,Courtney Jones
10/3/2016 22:04,10/3/2016 22:33,Islamabad,Unknown Location,12.7,SHOPPING,Troy Stewart
10/4/2016 9:50,10/4/2016 10:52,Unknown Location,Unknown Location,28.6,OFFICE,Rose Cruz
10/4/2016 12:17,10/4/2016 12:18,Unknown Location,Unknown Location,15.1,SHOPPING,Elizabeth Gross
10/6/2016 8:49,10/6/2016 11:36,Unknown Location,R?walpindi,17.9,BAR,Kelly Torres
10/6/2016 17:23,10/6/2016 17:40,R?walpindi,Unknown Location,112.6,SHOPPING,Lynn Elliott
10/6/2016 18:37,10/6/2016 18:39,Unknown Location,Unknown Location,18.4,OTHERS,Richard Reid
10/6/2016 19:46,10/6/2016 20:26,Unknown Location,Unknown Location,13.8,OFFICE,Troy Stewart
10/7/2016 10:56,10/7/2016 10:59,Unknown Location,Lahore,33.2,OTHERS,Samantha Coleman
10/7/2016 11:27,10/7/2016 11:50,Lahore,Lahore,2.6,SHOPPING,Ryan Barnes
10/7/2016 13:52,10/7/2016 14:08,Lahore,Unknown Location,5.8,RESTAURANT,Kylie Gordon
10/7/2016 14:29,10/7/2016 15:11,Unknown Location,Lahore,8.3,SHOPPING,Rachel Williams
10/7/2016 15:47,10/7/2016 16:02,Lahore,Lahore,2.4,OFFICE,Michael Mckinney
10/7/2016 18:08,10/7/2016 18:27,Lahore,Lahore,3.1,SHOPPING,Wesley Wilson
10/7/2016 18:33,10/7/2016 19:01,Lahore,Lahore,6.1,RESTAURANT,David Hartman
10/8/2016 15:03,10/8/2016 15:03,Karachi,Karachi,3.6,PLAY ARENA,Sarah Peck
